ccid,poplar price,profit,alfalfa,barley,dry beans,corn,cotton,grass hay,melons,oats and corn,oats,rice,rye,safflower,tomato,triticale,wheat,wheat and corn,poplar
489,46.0,40,4914.70944687929,,,953.922295933276,,4337.57990000834,,,1147.84020779147,1226.0249259977,,,,,2514.18595212825,,3127.53755128382
489,46.1,41,4908.97201815051,,,933.429629821858,,4314.7084815956,,,1113.48008569307,1224.75620639128,,,,,2479.71847329617,,3246.73538507365
489,46.2,42,4903.23458942174,,,912.936963710441,,4291.83706318286,,,1079.11996359468,1223.48748678485,,,,,2445.25099446408,,3365.93321886348
489,46.3,43,4897.49716069297,,,892.444297599023,,4268.96564477012,,,1044.75984149628,1222.21876717843,,,,,2410.78351563199,,3485.13105265332
489,46.4,44,4891.7597319642,,,871.951631487606,,4246.09422635738,,,1010.39971939789,1220.95004757201,,,,,2376.31603679991,,3604.32888644315
492,42,0,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,42.1,1,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,42.2,2,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,42.3,3,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,42.4,4,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,42.5,5,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,42.6,6.01,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,42.7,7.01,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,42.8,8.01,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,42.9,9.01,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,43,10.0,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,43.1,11,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,43.2,12,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,43.3,13,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,43.4,14,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,43.5,15,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,43.6,16,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,43.7,17,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,43.8,18,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,43.9,19,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,44,20,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,44.1,21,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,44.2,22,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,44.3,23,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,44.4,24,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,44.5,25,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,44.6,26,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,44.7,27,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,44.8,28,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,44.9,29,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,45,30,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,45.1,31,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,45.2,32,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,45.3,33,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,45.4,34,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,45.5,35,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,45.6,36,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,45.7,37,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,45.8,38,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,45.9,39,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,46.0,40,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,46.1,41,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,46.2,42,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,46.3,43,1847.82227495483,,,310.873967606737,,3902.67522436962,,,1160.69506990319,14929.4500031906,,,,,1800.72776200267,,0
492,46.4,44,1847.96296489658,,,,,3898.14107456055,,,1137.36298855781,14984.6757626151,,,,,1785.62988715576,,300.475564105361
494,42.1,0,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,42.2,1,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,42.3,2,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,42.4,3,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,42.5,4,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,42.6,5,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,42.7,6.01,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,42.8,7.01,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,42.9,8.01,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,43,9.01,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,43.1,10.0,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,43.2,11,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,43.3,12,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,43.4,13,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,43.5,14,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,43.6,15,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,43.7,16,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,43.8,17,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,43.9,18,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,44,19,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,44.1,20,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,44.2,21,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,44.3,22,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,44.4,23,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,44.5,24,77802.106278939,818.173375123701,382.001430396117,93286.2467494294,,14978.3400615102,733.527907786113,2967.99762308261,31339.1490229807,4862.94403832529,1285.38926275136,12133.9770384854,6931.91273558242,4272.48140016772,44976.5414650023,908.792516217935,0
494,44.6,25,77785.4664764739,,381.772148831495,93118.0045962251,,14968.8622539608,733.442276573223,2967.24935309396,31318.2145581016,4859.41407078515,1284.57707182378,12132.6729677897,6930.84891545542,4270.79542622557,44962.2655895606,908.609258835974,755.985363566005
494,44.7,26,77677.7133314451,,379.291703980014,91583.6407750765,,14889.2666809412,732.169087952806,2962.3325943144,30667.8216555648,4848.86494815153,1259.34388731919,12049.9067550625,6922.4175881598,4215.54052340295,44467.349629661,907.368900791587,4169.28110150956
494,44.8,27,77609.6199197594,,377.074965368015,90323.9253515178,,14827.0862312228,730.895899332389,2959.17904953411,29921.1183668365,4850.22504771512,1230.37416489268,11949.1421526393,6916.08376428451,4151.71271950999,43892.1616508445,906.550086582475,7087.15979329323
494,44.9,28,77541.5265080738,,374.858226756016,89064.2099279591,,14764.9057815045,729.622710711972,2956.02550475382,29174.4150781083,4851.58514727871,1201.40444246617,11848.377550216,6909.74994040922,4087.88491561703,43316.973672028,905.731272373362,10005.0384850768
494,45,29,77473.4330963881,,372.641488144017,87804.4945044005,,14702.7253317862,728.349522091554,2952.87195997353,28427.71178938,4852.94524684231,1172.43472003966,11747.6129477928,6903.41611653393,4024.05711172407,42741.7856932114,904.91245816425,12922.9171768604
494,45.1,30,77405.3396847024,,370.424749532018,86544.7790808418,,14640.5448820679,727.076333471137,2949.71841519325,27681.0085006517,4854.3053464059,1143.46499761314,11646.8483453696,6897.08229265865,3960.22930783111,42166.5977143949,904.093643955138,15840.7958686442
494,45.2,31,77337.2462730167,,368.20801092002,85285.0636572832,,14578.3644323496,725.80314485072,2946.56487041296,26934.3052119235,4855.6654459695,1114.49527518663,11546.0837429464,6890.74846878336,3896.40150393815,41591.4097355784,903.274829746026,18758.6745604278
494,45.3,32,77269.152861331,,365.991272308021,84025.3482337246,,14516.1839826313,724.529956230302,2943.41132563267,26187.6019231952,4857.02554553309,1085.52555276012,11445.3191405232,6884.41464490807,3832.57370004519,41016.2217567618,902.456015536914,21676.5532522114
494,45.4,33,77201.0594496453,,363.774533696022,82765.632810166,,14454.003532913,723.256767609885,2940.25778085238,25440.8986344669,4858.38564509669,1056.55583033361,11344.5545381,6878.08082103278,3768.74589615223,40441.0337779453,901.637201327802,24594.431943995
494,45.5,34,77132.9660379597,,361.557795084023,81505.9173866074,,14391.8230831947,721.983578989468,2937.1042360721,24694.1953457387,4859.74574466028,1027.58610790709,11243.7899356767,6871.74699715749,3704.91809225927,39865.8457991288,900.81838711869,27512.3106357786
494,45.6,35,77064.872626274,,359.341056472024,80246.2019630487,,14329.6426334763,720.710390369051,2933.95069129181,23947.4920570104,4861.10584422387,998.61638548058,11143.0253332535,6865.4131732822,3641.09028836631,39290.6578203122,899.999572909578,30430.1893275623
494,45.7,36,76996.7792145883,,357.124317860025,78986.48653949,,14267.462183758,719.437201748634,2930.79714651152,23200.7887682821,4862.46594378747,969.646663054068,11042.2607308303,6859.07934940692,3577.26248447335,38715.4698414957,899.180758700466,33348.0680193459
494,45.8,37,76928.6858029026,,354.907579248026,77726.7711159314,,14205.2817340397,718.164013128216,2927.64360173124,22454.0854795538,4863.82604335106,940.676940627556,10941.4961284071,6852.74552553163,3513.43468058039,38140.2818626792,898.361944491354,36265.9467111295
494,45.9,38,76860.5923912169,,352.690840636028,76467.0556923727,,14143.1012843214,716.890824507799,2924.49005695095,21707.3821908255,4865.18614291466,911.707218201042,10840.7315259839,6846.41170165634,3449.60687668743,37565.0938838626,897.543130282242,39183.8254029133
494,46.0,39,76792.4989795312,,350.474102024029,75207.3402688141,,14080.9208346031,715.617635887382,2921.33651217066,20960.6789020973,4866.54624247825,882.73749577453,10739.9669235606,6840.07787778105,3385.77907279447,36989.9059050461,896.72431607313,42101.7040946968
494,46.1,40,76724.4055678456,,348.25736341203,73947.6248452555,,14018.7403848848,714.344447266964,2918.18296739037,20213.975613369,4867.90634204184,853.767773348018,10639.2023211374,6833.74405390576,3321.95126890151,36414.7179262296,895.905501864018,45019.5827864804
494,46.2,41,76656.3121561599,,346.040624800031,72687.9094216969,,13956.5599351665,713.071258646547,2915.02942261009,19467.2723246408,4869.26644160544,824.798050921506,10538.4377187142,6827.41023003048,3258.12346500855,35839.5299474131,895.086687654906,47937.461478264
494,46.3,42,76588.2187444742,,343.823886188032,71428.1939981383,,13894.3794854482,711.79807002613,2911.8758778298,18720.5690359125,4870.62654116903,795.828328494994,10437.673116291,6821.07640615519,3194.29566111559,35264.3419685966,894.267873445794,50855.3401700476
