,AlfalfaHay431,Barley431,GrassHay431,Oats431,Potatoes431,SpringWheat431,WinterWheat431,AlfalfaHay426,GrassHay426,POP PRICE,POPLAR0,TOTALAC,POPSHARE,POPPROF
29,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,64.8,,124367.293377565,,27.9999999999998
30,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,64.9,,124367.293377565,,28.9999999999998
31,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,65,,124367.293377565,,29.9999999999998
32,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,65.1,,124367.293377565,,30.9999999999997
33,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,65.2,,124367.293377565,,31.9999999999995
34,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,65.3,,124367.293377565,,32.9999999999995
35,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,65.4,,124367.293377565,,33.9999999999995
36,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,65.4999999999999,,124367.293377565,,34.9999999999994
37,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,65.5999999999999,,124367.293377565,,35.9999999999993
38,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,65.6999999999999,,124367.293377565,,36.9999999999993
39,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,65.7999999999999,,124367.293377565,,37.9999999999993
40,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,65.8999999999999,,124367.293377565,,38.9999999999992
41,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,65.9999999999999,,124367.293377565,,39.9999999999991
42,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,66.0999999999999,,124367.293377565,,40.9999999999991
43,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,66.1999999999999,,124367.293377565,,41.9999999999991
44,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,66.2999999999999,,124367.293377565,,42.999999999999
45,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,66.3999999999999,,124367.293377565,,43.9999999999989
46,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,66.4999999999999,,124367.293377565,,44.9999999999989
47,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,66.5999999999999,,124367.293377565,,45.9999999999989
48,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,66.6999999999999,,124367.293377565,,46.9999999999988
49,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,66.7999999999999,,124367.293377565,,47.9999999999986
50,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,66.8999999999999,,124367.293377565,,48.9999999999986
51,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,66.9999999999999,,124367.293377565,,49.9999999999986
52,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,67.0999999999998,,124367.293377565,,50.9999999999985
53,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,67.1999999999998,,124367.293377565,,51.9999999999984
54,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,67.2999999999998,,124367.293377565,,52.9999999999984
55,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,67.3999999999998,,124367.293377565,,53.9999999999984
56,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,67.4999999999998,,124367.293377565,,54.9999999999983
57,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,67.5999999999998,,124367.293377565,,55.9999999999982
58,60883.2818037449,9329.11906854335,21479.4686174198,2745.8186281144,5073.68113022811,4518.44848058888,1131.31578192974,13410.4450438918,5795.71482310428,67.6999999999998,,124367.293377565,,56.9999999999982
59,60739.1129527536,,21448.8670839835,2734.467579696,5071.06674989803,4508.93716298041,1127.32111522492,13381.5245107665,5782.66764459778,67.7999999999998,7233.95757548884,122027.92237539,0.059281166430379,57.9999999999982
60,60461.7229110812,,21389.9877867097,2712.62744035826,5066.03651580982,4490.63678276889,1119.63512233465,13325.8795650399,5757.5640430585,67.8999999999998,7690.1882208504,122014.278388011,0.063026953258661,58.9999999999981
61,60184.3328694089,,21331.1084894357,2690.78730102065,5061.00628172168,4472.33640255775,1111.94912944442,13270.2346193142,5732.46044151975,67.9999999999998,8146.41886621031,122000.634400633,0.06677357790992,59.999999999998
62,59906.9428277366,,21272.2291921618,2668.94716168297,5055.9760476335,4454.03602234642,1104.26313655417,13214.5896735881,5707.35683998073,68.0999999999998,8602.64951157109,121986.990413255,0.070521040665303,60.999999999998
63,59629.5527860642,,21213.3498948879,2647.10702234529,5050.94581354532,4435.73564213508,1096.57714366392,13158.9447278619,5682.25323844172,68.1999999999998,9058.8801569319,121973.346425877,0.074269341806056,61.999999999998
64,59352.1627443919,,21154.4705976138,2625.2668830077,5045.9155794572,4417.43526192397,1088.89115077369,13103.2997821362,5657.149636903,68.2999999999998,9515.11080229162,121959.702438499,0.078018481613546,62.9999999999978
65,59074.7727027195,,21095.5913003401,2603.42674366994,5040.88534536898,4399.13488171242,1081.20515788341,13047.6548364096,5632.04603536369,68.3999999999998,9971.34144765336,121946.058451121,0.081768460369304,63.9999999999977
66,58797.3826610471,,21036.7120030662,2581.58660433226,5035.8551112808,4380.83450150108,1073.51916499316,12992.0098906834,5606.94243382467,68.4999999999998,10427.5720930142,121932.414463743,0.085519278354935,64.9999999999977
67,58519.9926193748,,20977.8327057923,2559.74646499459,5030.82487719262,4362.53412128975,1065.83317210291,12936.3649449572,5581.83883228565,68.5999999999998,10883.8027383749,121918.770476365,0.089270935852202,65.9999999999977
68,58242.6025777024,,20918.9534085184,2537.90632565691,5025.79464310445,4344.23374107842,1058.14717921266,12880.7199992311,5556.73523074664,68.6999999999998,11340.0333837357,121905.126488987,0.093023433142988,66.9999999999976
69,57965.2125360301,,20860.0741112445,2516.06618631923,5020.76440901627,4325.93336086709,1050.46118632241,12825.0750535049,5531.63162920762,68.7999999999998,11796.2640290964,121891.482501609,0.096776770509299,67.9999999999975
70,57687.8224943577,,20801.1948139704,2494.22604698164,5015.73417492817,4307.632980656,1042.77519343219,12769.4301077793,5506.52802766894,68.8999999999998,12252.4946744561,121877.83851423,0.100530948233263,68.9999999999975
71,57410.4324526853,,20742.3155166967,2472.38590764388,5010.70394083992,4289.33260044442,1035.0892005419,12713.7851620526,5481.42442612959,68.9999999999998,12708.725319818,121864.194526852,0.104285966597167,69.9999999999975
72,57133.042411013,,20683.4362194229,2450.54576830616,5005.67370675172,4271.03222023297,1027.40320765163,12658.1402163262,5456.32082459041,69.0999999999997,13164.9559651793,121850.550539474,0.108041825883375,70.9999999999974
73,56855.6523693407,,20624.5569221489,2428.70562896853,5000.64347266357,4252.73184002176,1019.7172147614,12602.4952706003,5431.21722305156,69.1999999999997,13621.1866105395,121836.906552096,0.111798526374397,71.9999999999973
74,56578.2623276683,,20565.677624875,2406.86548963085,4995.6132385754,4234.43145981042,1012.03122187115,12546.8503248741,5406.11362151254,69.2999999999997,14077.4172559003,121823.262564718,0.115556068352887,72.9999999999973
75,56300.8722859959,,20506.7983276011,2385.02535029317,4990.58300448722,4216.13107959909,1004.34522898089,12491.2053791479,5381.01001997353,69.3999999999997,14533.6479012611,121809.61857734,0.119314452101607,73.9999999999973
76,56023.4822443236,,20447.9190303272,2363.18521095549,4985.55277039904,4197.83069938776,996.659236090643,12435.5604334218,5355.90641843451,69.4999999999997,14989.8785466218,121795.974589962,0.123073677903451,74.9999999999972
77,55746.0922026512,,20389.0397330533,2341.34507161782,4980.52253631087,4179.53031917642,988.973243200392,12379.9154876956,5330.8028168955,69.5999999999997,15446.1091919826,121782.330602584,0.126833746041438,75.999999999997
78,55468.7021609789,,20330.1604357794,2319.50493228014,4975.4923022227,4161.22993896509,981.28725031014,12324.2705419694,5305.69921535648,69.6999999999997,15902.3398373434,121768.686615206,0.130594656798718,76.999999999997
79,55191.3121193065,,20271.2811385055,2297.66479294246,4970.46206813452,4142.92955875376,973.601257419887,12268.6255962433,5280.59561381746,69.7999999999997,16358.5704827042,121755.042627828,0.134356410458562,77.999999999997
80,54913.9220776342,,20212.4018412316,2275.82465360478,4965.43183404634,4124.62917854242,965.915264529636,12212.9806505171,5255.49201227845,69.8999999999997,16814.8011280649,121741.398640449,0.138119007304374,78.9999999999969
81,54636.5320359618,,20153.5225439577,2253.98451426711,4960.40159995817,4106.32879833109,958.229271639385,12157.3357047909,5230.38841073944,69.9999999999997,17271.0317734256,121727.754653071,0.14188244761968,79.9999999999968
82,54359.1419942895,,20094.6432466838,2232.14437492943,4955.37136586999,4088.02841811976,950.543278749132,12101.6907590648,5205.28480920042,70.0999999999997,17727.2624187864,121714.110665693,0.145646731688137,80.9999999999968
83,54081.7519526171,,20035.7639494099,2210.30423559175,4950.34113178182,4069.72803790843,942.85728585888,12046.0458133386,5180.1812076614,70.1999999999997,18183.4930641472,121700.466678315,0.149411859793527,81.9999999999968
84,53804.3619109447,,19976.884652136,2188.46409625407,4945.31089769364,4051.42765769709,935.171292968629,11990.4008676125,5155.07760612239,70.2999999999997,18639.723709508,121686.822690937,0.153177832219759,82.9999999999967
85,53526.9718692724,,19918.0053548621,2166.6239569164,4940.28066360547,4033.12727748576,927.485300078377,11934.7559218863,5129.97400458337,70.3999999999997,19095.9543548687,121673.178703559,0.156944649250872,83.9999999999966
86,53249.5818276,,19859.1260575882,2144.78381757872,4935.25042951729,4014.82689727443,919.799307188125,11879.1109761601,5104.87040304436,70.4999999999997,19552.1850002295,121659.534716181,0.160712311171029,84.9999999999966
87,52972.1917859277,,19800.2467603143,2122.94367824104,4930.22019542912,3996.5265170631,912.113314297873,11823.466030434,5079.76680150534,70.5999999999996,20008.4156455903,121645.890728803,0.164480818264523,85.9999999999966
88,52694.8017442553,,19741.3674630404,2101.10353890336,4925.18996134094,3978.22613685176,904.427321407621,11767.8210847078,5054.66319996633,70.6999999999996,20464.646290951,121632.246741425,0.168250170815774,86.9999999999965
89,52417.411702583,,19682.4881657665,2079.26339956569,4920.15972725276,3959.92575664043,896.74132851737,11712.1761389816,5029.55959842731,70.7999999999996,20920.8769363118,121618.602754046,0.172020369109328,87.9999999999964
90,52140.0216609106,,19623.6088684926,2057.42326022801,4915.12949316459,3941.6253764291,889.055335627118,11656.5311932555,5004.4559968883,70.8999999999996,21377.1075816726,121604.958766668,0.175791413429861,88.9999999999964
91,51862.6316192382,,19564.7295712187,2035.58312089033,4910.09925907641,3923.32499621776,881.369342736866,11600.8862475293,4979.35239534928,70.9999999999996,21833.3382270334,121591.31477929,0.179563304062175,89.9999999999964
92,51585.2415775659,,19505.8502739448,2013.74298155266,4905.06902498824,3905.02461600643,873.683349846614,11545.2413018031,4954.24879381026,71.0999999999996,22289.5688723941,121577.670791912,0.183336041291201,90.9999999999962
93,51307.8515358936,,19446.9709766709,1991.90284221498,4900.03879090006,3886.7242357951,865.997356956363,11489.596356077,4929.14519227125,71.1999999999996,22745.7995177548,121564.026804534,0.187109625401998,91.9999999999961
94,51030.4614942212,,19388.091679397,1970.0627028773,4895.00855681189,3868.42385558377,858.311364066111,11433.9514103508,4904.04159073223,71.2999999999996,23202.0301631156,121550.382817156,0.190884056679752,92.9999999999961
95,50753.0714525488,,19329.2123821231,1948.22256353962,4889.97832272371,3850.12347537243,850.625371175858,11378.3064646247,4878.93798919322,71.3999999999996,23658.2608084764,121536.738829778,0.194659335409779,93.9999999999961
96,50475.6814108765,,19270.3330848492,1926.38242420195,4884.94808863554,3831.8230951611,842.939378285607,11322.6615188985,4853.8343876542,71.4999999999996,24114.4914538372,121523.0948424,0.198435461877519,94.999999999996
97,50198.2913692042,,19211.4537875754,1904.54228486427,4879.91785454736,3813.52271494977,835.253385395356,11267.0165731723,4828.73078611519,71.5999999999996,24570.7220991979,121509.450855022,0.202212436368545,95.9999999999959
98,49920.9013275318,,19152.5744903015,1882.70214552659,4874.88762045919,3795.22233473844,827.567392505104,11211.3716274462,4803.62718457617,71.6999999999996,25026.9527445587,121495.806867644,0.205990259168556,96.9999999999959
99,49643.5112858594,,19093.6951930276,1860.86200618891,4869.85738637101,3776.9219545271,819.881399614851,11155.72668172,4778.52358303715,71.7999999999996,25483.1833899194,121482.162880265,0.209768930563378,97.9999999999959
100,49366.1212441871,,19034.8158957537,1839.02186685124,4864.82715228284,3758.62157431577,812.1954067246,11100.0817359938,4753.41998149814,71.8999999999996,25939.4140352802,121468.518892887,0.213548450838969,98.9999999999958
